tegund,argerd,aflgjafi,akstur,skipting,verd,aldur
TOYOTA HILUX GX MEÐ PALLHÚSI,2017-03-01,Dísel,26000,Beinskipting,6190000,2.334246575342466
VOLVO XC70 INSCRIPTION,2015-06-01,Dísel,60000,Sjálfskipting,6190000,4.0849315068493155
FORD EXPLORER LIMITED,2016-03-01,Bensín,35000,Sjálfskipting,6200000,3.334246575342466
FORD EXPLORER LIMITED,2016-03-01,Bensín,35000,Sjálfskipting,6200000,3.334246575342466
HYUNDAI SANTA FE PREMIUM,2016-07-01,Dísel,36000,Sjálfskipting,6200000,3
MERCEDES-BENZ E 55 AMG V8 KOMPRESSOR,2008-01-01,Bensín,137000,Sjálfskipting,6200000,11.504109589041096
AUDI Q7,2012-11-01,Dísel,63000,Sjálfskipting,6250000,6.6657534246575345
JEEP GRAND CHEROKEE OVERLAND,2014-10-01,Bensín,62000,Sjálfskipting,6250000,4.750684931506849
MERCEDES-BENZ GLA 200 D 4MATIC,2017-06-01,Dísel,59000,Sjálfskipting,6250000,2.0821917808219177
BMW X5 XDRIVE30D,2011-11-01,Dísel,73000,Sjálfskipting,6280000,7.668493150684932
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2012-10-01,Dísel,98000,Sjálfskipting,6280000,6.750684931506849
TOYOTA RAV4 VX,2019-01-01,Bensín,9000,Sjálfskipting,6280000,0.4958904109589041
AUDI A6 AVANT OUATTRO,2017-01-01,Dísel,30000,Sjálfskipting,6290000,2.495890410958904
AUDI A6 AVANT QUATTRO,2017-01-01,Dísel,30000,Sjálfskipting,6290000,2.495890410958904
BMW 5 520D XDRIVE,2016-10-01,Dísel,39000,Sjálfskipting,6290000,2.747945205479452
LAND ROVER DISCOVERY S,2015-08-01,Dísel,96000,Sjálfskipting,6290000,3.9178082191780823
LAND ROVER DISCOVERY SPORT,2018-07-01,Dísel,16000,Sjálfskipting,6290000,1
LAND ROVER RANGE ROVER EVOQUE,2016-11-01,Dísel,50000,Sjálfskipting,6290000,2.663013698630137
LAND ROVER DISCOVERY SPORT PURE,2018-07-01,Dísel,16000,Sjálfskipting,6290000,1
LAND ROVER DISCOVERY 4 HSE SDV6,2012-11-01,Dísel,108000,Sjálfskipting,6290000,6.6657534246575345
MERCEDES-BENZ GLE 250 D 4MATIC,2016-01-01,Dísel,7000,Sjálfskipting,6290000,3.4986301369863013
MERCEDES-BENZ GLE 250 D 4MATIC,2016-01-01,Dísel,56000,Sjálfskipting,6290000,3.4986301369863013
MERCEDES-BENZ V-CLASS,2015-05-01,Dísel,61000,Sjálfskipting,6290000,4.16986301369863
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-06-01,Dísel,49000,Sjálfskipting,6290000,5.0849315068493155
MERCEDES-BENZ CLA 200 D,2017-09-01,Dísel,5000,Sjálfskipting,6290000,1.83013698630137
NISSAN NAVARA ACENTA+,2017-10-01,Dísel,34000,Sjálfskipting,6290000,1.747945205479452
SKODA KODIAQ STYLE 2.0 TDI 190HÖ,2017-08-01,Dísel,25500,Sjálfskipting,6290000,1.915068493150685
SKODA KODIAQ STYLE,2017-08-01,Dísel,25000,Sjálfskipting,6290000,1.915068493150685
TOYOTA RAV4 VX HYBRID,2019-01-01,Bensín/Rafmagn,7000,Sjálfskipting,6290000,0.4958904109589041
TOYOTA LAND CRUISER 200 VX NAVI,2008-02-01,Dísel,244000,Sjálfskipting,6290000,11.419178082191781
VOLVO XC70 INSCRIPTIO,2016-08-01,Dísel,46000,Sjálfskipting,6290000,2.915068493150685
VOLVO XC60,2017-03-01,Dísel,34000,Sjálfskipting,6290000,2.334246575342466
"VOLVO XC60 D5 R-DESIGN PANORAMA 20""",2016-04-01,Dísel,38000,Sjálfskipting,6290000,3.249315068493151
VW CALIFORNIA BEACH,2017-06-01,Dísel,93000,Sjálfskipting,6290000,2.0821917808219177
NISSAN NAVARA NP300,2017-04-01,Dísel,26000,Sjálfskipting,6299000,2.249315068493151
NISSAN PATROL GR,2009-05-01,Dísel,268000,Sjálfskipting,6345000,10.172602739726027
AUDI Q3 PREMIUM S-LINE TDI QUATTRO,2017-05-01,Dísel,29000,Sjálfskipting,6350000,2.1671232876712327
BMW 5 530E LUXURY LINE,2017-09-01,Bensín/Rafmagn,20000,Sjálfskipting,6350000,1.83013698630137
JEEP GRAND CHEROKEE,2015-10-01,Dísel,71000,Sjálfskipting,6350000,3.750684931506849
MERCEDES-BENZ G 400CDI,2003-07-01,Dísel,247000,Sjálfskipting,6350000,16.01095890410959
MERCEDES-BENZ CLA 220 D 4MATIC AMG,2018-08-01,Dísel,14000,Sjálfskipting,6350000,0.915068493150685
MITSUBISHI L200 INSTYLE,2018-08-01,Dísel,16000,Sjálfskipting,6350000,0.915068493150685
MITSUBISHI L200,2018-08-01,Dísel,16000,Sjálfskipting,6350000,0.915068493150685
MITSUBISHI L200,2018-08-01,Dísel,16000,Sjálfskipting,6350000,0.915068493150685
PORSCHE CAYENNE,2013-09-01,Dísel,103000,Sjálfskipting,6350000,5.832876712328767
TOYOTA HILUX DOUBLE CAB VX,2016-09-01,Dísel,45000,Sjálfskipting,6350000,2.83013698630137
AUDI Q5 TDI PREMIUM,2016-06-01,Dísel,33000,Sjálfskipting,6380000,3.0821917808219177
BMW 5 525D,2015-05-01,Dísel,54000,Sjálfskipting,6380000,4.16986301369863
MERCEDES-BENZ SPRINTER 316,2018-07-01,Dísel,1000,Sjálfskipting,6380000,1
MERCEDES-BENZ SPRINTER,2018-07-01,Dísel,2000,Sjálfskipting,6380000,1
BMW 5 520D XDRIVE,2016-07-01,Dísel,29000,Sjálfskipting,6390000,3
HYUNDAI SANTA FE III PREMIUM,2017-05-01,Dísel,26000,Sjálfskipting,6390000,2.1671232876712327
JAGUAR XF R-SPORT,2017-07-01,Dísel,19000,Sjálfskipting,6390000,2
LAND ROVER RANGE ROVER EVOQUE,2016-01-01,Dísel,47000,Sjálfskipting,6390000,3.4986301369863013
LAND ROVER RANGE ROVER EVOQUE HSE DYNAMIC,2016-01-01,Dísel,47000,Sjálfskipting,6390000,3.4986301369863013
LAND ROVER RANGE ROVER EVOQUE,2017-06-01,Dísel,54000,Sjálfskipting,6390000,2.0821917808219177
MERCEDES-BENZ E 350 PLUG IN HYBRID,2017-04-01,Bensín/Rafmagn,32000,Sjálfskipting,6390000,2.249315068493151
MERCEDES-BENZ CLA 200,2018-04-01,Bensín,5000,Sjálfskipting,6390000,1.2493150684931507
MERCEDES-BENZ GLE 250 D 4MATIC,2016-01-01,Dísel,70000,Sjálfskipting,6390000,3.4986301369863013
MERCEDES-BENZ E 350E AVANTGARDE,2017-04-01,Bensín/Rafmagn,38000,Sjálfskipting,6390000,2.249315068493151
MERCEDES-BENZ CLA 250 4MATIC,2015-07-01,Bensín,54000,Sjálfskipting,6390000,4.002739726027397
PEUGEOT EXPERT TRAVELLER,2017-11-01,Dísel,350,Sjálfskipting,6390000,1.663013698630137
RENAULT KOLEOS INITIALE PARIS,2018-02-01,Dísel,19000,Sjálfskipting,6390000,1.4109589041095891
TOYOTA LAND CRUISER 150 GX,2016-01-01,Dísel,95000,Sjálfskipting,6390000,3.4986301369863013
TOYOTA LAND CRUISER 150 SERIES,2016-01-01,Dísel,95000,Sjálfskipting,6390000,3.4986301369863013
TOYOTA LAND CRUISER 150 SERIES,2016-01-01,Dísel,95000,Sjálfskipting,6390000,3.4986301369863013
TOYOTA HILUX VX,2016-07-01,Dísel,41000,Sjálfskipting,6390000,3
VW TIGUAN ALLSPACE COMFORTLINE 2.0 TDI 4MOTION,2018-09-01,Dísel,3000,Sjálfskipting,6390000,0.8301369863013699
VOLVO XC60,2017-07-01,Dísel,87000,Sjálfskipting,6390000,2
VOLVO XC60 INSCRIPTION,2016-04-01,Dísel,51000,Sjálfskipting,6390000,3.249315068493151
VW TIGUAN,2018-09-01,Dísel,3000,Sjálfskipting,6390000,0.8301369863013699
MERCEDES-BENZ C 250D COUPE,2017-02-01,Dísel,30000,Sjálfskipting,6400000,2.410958904109589
NISSAN MURANO,2016-04-01,Dísel,19000,Sjálfskipting,6400000,3.249315068493151
BMW 7 730D M,2011-06-01,Dísel,95000,Sjálfskipting,6450000,8.087671232876712
MERCEDES-BENZ E 350E EXCLUSIVE,2017-05-01,Bensín/Rafmagn,34000,Sjálfskipting,6450000,2.1671232876712327
MERCEDES-BENZ GLE 250 D 4MATIC,2016-03-01,Dísel,136000,Sjálfskipting,6450000,3.334246575342466
MERCEDES-BENZ C 350 E PLUG IN HYBRID,2017-07-01,Bensín/Rafmagn,4000,Sjálfskipting,6450000,2
NISSAN NAVARA NP300,2018-05-01,Dísel,34000,Sjálfskipting,6450000,1.167123287671233
TOYOTA LAND CRUISER 150 SERIES,2017-06-01,Dísel,43000,Sjálfskipting,6450000,2.0821917808219177
AUDI Q7 QUATTRO 3.0TDI,2013-06-01,Dísel,113000,Sjálfskipting,6480000,6.0849315068493155
BMW X5 XDRIVE30D,2012-12-01,Dísel,91000,Sjálfskipting,6480000,6.583561643835616
CHEVROLET CAMARO SS,2012-06-01,Bensín,47000,Beinskipting,6480000,7.0849315068493155
CHEVROLET CAMARO SS,2012-06-01,Bensín,47000,Beinskipting,6480000,7.0849315068493155
KIA SORENTO EX,2018-08-01,Dísel,38000,Sjálfskipting,6480000,0.915068493150685
KIA SORENTO EX,2018-08-01,Dísel,39000,Sjálfskipting,6480000,0.915068493150685
LAND ROVER RANGE ROVER,2010-09-01,Dísel,191000,Sjálfskipting,6480000,8.835616438356164
MAZDA CX-5 OPTIMUM,2019-06-01,Dísel,1000,Sjálfskipting,6480000,0.0821917808219178
NISSAN NAVARA NP300,2018-09-01,Dísel,5000,Sjálfskipting,6480000,0.8301369863013699
AUDI Q3 S-LINE,2017-05-01,Dísel,29000,Sjálfskipting,6490000,2.1671232876712327
AUDI A4 LIMOUSINE QUATTRO,2017-11-01,Dísel,14000,Sjálfskipting,6490000,1.663013698630137
AUDI A6 LIMOUSINE 3.0 QUATTRO,2014-02-01,Dísel,30000,Sjálfskipting,6490000,5.413698630136986
BMW 6 640D XDRIVE,2013-02-01,Dísel,119000,Sjálfskipting,6490000,6.413698630136986
BMW 3 320D XDRIVE M-TEC,2017-10-01,Dísel,13000,Sjálfskipting,6490000,1.747945205479452
BMW 320D XDRIVE M-TECH,2017-10-01,Dísel,15000,Sjálfskipting,6490000,1.747945205479452
BMW 7 730D XDRIVE,2012-12-01,Dísel,96000,Sjálfskipting,6490000,6.583561643835616
BMW X5 XDRIVE 25D NYRRA LAG,2014-06-01,Dísel,63000,Sjálfskipting,6490000,5.0849315068493155
BMW 7 730D XDRIVE,2013-10-01,Dísel,101000,Sjálfskipting,6490000,5.750684931506849
BMW 530E IPERFORMANCE PLUG-IN,2018-02-01,Bensín/Rafmagn,25000,Sjálfskipting,6490000,1.4109589041095891
BMW 4 420D,2017-06-01,Dísel,20000,Sjálfskipting,6490000,2.0821917808219177
HYUNDAI SANTA FE STYLE,2018-05-01,Dísel,17000,Sjálfskipting,6490000,1.167123287671233
HYUNDAI SANTA FE III STYLE,2017-04-01,Dísel,25000,Sjálfskipting,6490000,2.249315068493151
HYUNDAI SANTA FE III STYLE,2017-04-01,Dísel,25000,Sjálfskipting,6490000,2.249315068493151
JEEP GRAND CHEROKEE LIMITED,2015-05-01,Bensín,52000,Sjálfskipting,6490000,4.16986301369863
KIA SORENTO LUXURY,2018-01-01,Dísel,45000,Sjálfskipting,6490000,1.4958904109589042
KIA SORENTO LUXURY,2018-01-01,Dísel,45000,Sjálfskipting,6490000,1.4958904109589042
KIA SORENTO LUXURY,2018-02-01,Dísel,43000,Sjálfskipting,6490000,1.4109589041095891
LAND ROVER DISCOVERY SPORT SE,2018-07-01,Dísel,16000,Sjálfskipting,6490000,1
LAND ROVER DISCOVERY SPORT HSE,2017-04-01,Dísel,45000,Sjálfskipting,6490000,2.249315068493151
LAND ROVER DISCOVERY SPORT,2016-01-01,Dísel,32000,Sjálfskipting,6490000,3.4986301369863013
LAND ROVER DISCOVERY 4 HSE,2013-03-01,Dísel,115000,Sjálfskipting,6490000,6.336986301369863
LAND ROVER DISCOVERY 4,2011-04-01,Dísel,99000,Sjálfskipting,6490000,8.254794520547945
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2013-09-01,Dísel,69000,Sjálfskipting,6490000,5.832876712328767
MERCEDES-BENZ V 220 AVANTGARDE,2015-05-01,Dísel,65000,Sjálfskipting,6490000,4.16986301369863
MERCEDES-BENZ V 220 AVANTGARDE,2015-05-01,Dísel,65000,Sjálfskipting,6490000,4.16986301369863
MERCEDES-BENZ GLC 220 D ELEGANCE 4MATIC,2017-03-01,Dísel,30000,Sjálfskipting,6490000,2.334246575342466
MERCEDES-BENZ CLA 180,2018-05-01,Bensín,14000,Sjálfskipting,6490000,1.167123287671233
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2013-09-01,Dísel,74000,Sjálfskipting,6490000,5.832876712328767
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2015-01-01,Dísel,79000,Sjálfskipting,6490000,4.498630136986302
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2015-01-01,Dísel,86000,Sjálfskipting,6490000,4.498630136986302
MERCEDES-BENZ E 220 BLUETEC,2016-02-01,Dísel,46000,Sjálfskipting,6490000,3.4136986301369863
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-01-01,Dísel,75000,Sjálfskipting,6490000,5.498630136986302
NISSAN NAVARA,2017-07-01,Dísel,37000,Sjálfskipting,6490000,2
NISSAN NAVARA ACENTA+,2018-11-01,Dísel,8000,Sjálfskipting,6490000,0.663013698630137
NISSAN NAVARA NP300 TEKNA,2018-09-01,Dísel,5000,Sjálfskipting,6490000,0.8301369863013699
NISSAN NAVARA NP300 TEKNA,2018-09-01,Dísel,5000,Sjálfskipting,6490000,0.8301369863013699
NISSAN PATROL GR,2009-05-01,Dísel,270000,Sjálfskipting,6490000,10.172602739726027
TOYOTA HILUX VX,2017-06-01,Dísel,57000,Beinskipting,6490000,2.0821917808219177
TOYOTA LAND CRUISER 150 VX,2014-04-01,Dísel,125000,Sjálfskipting,6490000,5.252054794520548
"TOYOTA LAND CRUISER 150 VX ""35",2013-07-01,Dísel,104000,Sjálfskipting,6490000,6.002739726027397
TOYOTA LAND CRUISER 150 GX,2016-01-01,Dísel,91000,Sjálfskipting,6490000,3.4986301369863013
TOYOTA LAND CRUISER 150 GX,2015-05-01,Dísel,89000,Sjálfskipting,6490000,4.16986301369863
TOYOTA HILUX,2014-02-01,Dísel,78000,Beinskipting,6490000,5.413698630136986
TOYOTA LAND CRUISER 150 GX,2015-06-01,Dísel,101000,Sjálfskipting,6490000,4.0849315068493155
TOYOTA LAND CRUISER 150 GX 7 SÆTA,2015-06-01,Dísel,110000,Sjálfskipting,6490000,4.0849315068493155
TOYOTA LAND CRUISER 100 VX,2005-09-01,Dísel,294000,Sjálfskipting,6490000,13.838356164383562
TOYOTA LAND CRUISER 150,2016-08-01,Dísel,103000,Sjálfskipting,6490000,2.915068493150685
TOYOTA LAND CRUISER 150 GX,2015-05-01,Dísel,83000,Sjálfskipting,6490000,4.16986301369863
VOLVO XC90 D5,2016-04-01,Dísel,110000,Sjálfskipting,6490000,3.249315068493151
VW TIGUAN ALLSPACE COMFORTLINE,2019-01-01,Dísel,2600,Sjálfskipting,6490000,0.4958904109589041
JEEP GRAND CHEROKEE SUMMIT,2014-04-01,Dísel,64000,Sjálfskipting,6500000,5.252054794520548
LAND ROVER DISCOVERY 4,2012-04-01,Dísel,132000,Sjálfskipting,6500000,7.252054794520548
MERCEDES-BENZ KLEEMANN K3,2004-05-01,Bensín,129000,Sjálfskipting,6500000,15.175342465753424
MERCEDES-BENZ SPRINTER 519,2013-03-01,Dísel,240000,Beinskipting,6500000,6.336986301369863
MERCEDES-BENZ ATEGO 1223L,2005-10-01,Dísel,263000,Sjálfskipting,6500000,13.756164383561643
PORSCHE MACAN S,2015-08-01,Dísel,110000,Sjálfskipting,6500000,3.9178082191780823
PORSCHE CAYENNE TURBO S TECH ART,2006-11-01,Bensín,75000,Sjálfskipting,6500000,12.67123287671233
RENAULT KNAUS R06,2007-07-01,Dísel,49000,Beinskipting,6500000,12.008219178082191
KIA SORENTO EX,2018-06-01,Dísel,40000,Sjálfskipting,6550000,1.082191780821918
BMW 5 530E IPERFORMANCE M TECH,2018-06-01,Bensín/Rafmagn,4000,Sjálfskipting,6580000,1.082191780821918
FORD TRANSIT,2019-04-01,Dísel,1000,Beinskipting,6580000,0.2493150684931507
BMW 530E IPERFORMANCE M-SPORT,2018-06-01,Bensín/Rafmagn,4800,Sjálfskipting,6590000,1.082191780821918
BMW X5 XDRIVE25D,2014-06-01,Dísel,56000,Sjálfskipting,6590000,5.0849315068493155
BMW X5 XDRIVE30D,2014-03-01,Dísel,104000,Sjálfskipting,6590000,5.336986301369863
CHEVROLET CAMARO SS,2011-05-01,Bensín,62000,Sjálfskipting,6590000,8.172602739726027
FIAT DETHLEFFS TREND A 6977,2014-04-01,Dísel,103000,Beinskipting,6590000,5.252054794520548
HYUNDAI SANTA FE STYLE,2017-08-01,Dísel,20000,Sjálfskipting,6590000,1.915068493150685
MERCEDES-BENZ E 220 CDI AMG,2016-12-01,Dísel,44000,Sjálfskipting,6590000,2.580821917808219
TOYOTA LAND CRUISER 150 VX,2015-06-01,Dísel,133000,Sjálfskipting,6590000,4.0849315068493155
TOYOTA LAND CRUISER 150 GX,2016-05-01,Dísel,139000,Sjálfskipting,6590000,3.1671232876712327
MERCEDES-BENZ SPRINTER,2016-05-01,Dísel,22000,Sjálfskipting,6600000,3.1671232876712327
TOYOTA PROACE VERSO MILLILANGUR ACTIVE PLUS,2017-09-01,Dísel,55000,Sjálfskipting,6630000,1.83013698630137
TOYOTA LAND CRUISER 150 VX,2015-06-01,Dísel,83000,Sjálfskipting,6650000,4.0849315068493155
BMW 3 M3,2008-01-01,Bensín,49000,Beinskipting,6680000,11.504109589041096
LAND ROVER DISCOVERY SPORT,2016-02-01,Dísel,53000,Sjálfskipting,6680000,3.4136986301369863
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2014-06-01,Dísel,65000,Sjálfskipting,6680000,5.0849315068493155
MERCEDES-BENZ V-220 AMG ÚTLIT,2016-10-01,Dísel,78000,Sjálfskipting,6685000,2.747945205479452
BMW 5 530E IPERFORMANCE,2017-09-01,Bensín/Rafmagn,22000,Sjálfskipting,6690000,1.83013698630137
BMW X6 XDRIVE 50I,2009-08-01,Bensín,101000,Sjálfskipting,6690000,9.92054794520548
HYUNDAI SANTA FE III PREMIUM,2018-04-01,Dísel,49000,Sjálfskipting,6690000,1.2493150684931507
LAND ROVER DISCOVERY 4 SE,2015-09-01,Dísel,141000,Sjálfskipting,6690000,3.8328767123287673
LAND ROVER RANGE ROVER EVOQUE,2012-01-01,Dísel,60000,Sjálfskipting,6690000,7.501369863013698
LEXUS RX 450H EXE HYBRID SÓLLÚGA,2015-06-01,Bensín/Rafmagn,58000,Sjálfskipting,6690000,4.0849315068493155
MERCEDES-BENZ E 220 D,2017-02-01,Dísel,90000,Sjálfskipting,6690000,2.410958904109589
MITSUBISHI PAJERO INSTYLE,2017-06-01,Dísel,61000,Sjálfskipting,6690000,2.0821917808219177
NISSAN X-TRAIL TEKNA,2018-08-01,Dísel,6000,Sjálfskipting,6690000,0.915068493150685
TOYOTA LAND CRUISER 150 VX,2012-10-01,Dísel,84000,Sjálfskipting,6690000,6.750684931506849
TOYOTA LAND CRUISER 150 VX,2015-07-01,Dísel,112000,Sjálfskipting,6690000,4.002739726027397
TOYOTA HILUX VX,2016-08-01,Dísel,46000,Sjálfskipting,6690000,2.915068493150685
VW TIGUAN ALLSPACE COMFORTLINE 2.0 TDI 4MOTION,2019-02-01,Dísel,200,Sjálfskipting,6690000,0.410958904109589
AUDI A6 LIMOUSINE ULTRA /LEÐUR/LÚGA,2017-10-01,Dísel,7000,Sjálfskipting,6700000,1.747945205479452
MERCEDES-BENZ SPRINTER HJÓLASTÓLABÍLL,2016-03-01,Dísel,4000,Sjálfskipting,6700000,3.334246575342466
"JEEP WRANGLER RUBICON AUTOM. NAVI, AHK, PDC",2016-02-01,Bensín,19000,Sjálfskipting,6750000,3.4136986301369863
"JEEP WRANGLER RUBICON AUTOM. NAVI, AHK, PDC",2016-02-01,Bensín,33000,Sjálfskipting,6750000,3.4136986301369863
LAND ROVER DISCOVERY SPORT SE,2018-07-01,Dísel,16000,Sjálfskipting,6750000,1
TOYOTA LAND CRUISER 200 VX,2010-05-01,Bensín/Metan,160000,Sjálfskipting,6750000,9.172602739726027
IVECO DAILY L2H1 35S16,2019-06-01,Dísel,100,Beinskipting,6785000,0.0821917808219178
IVECO DAILY 35S16 L2H1,2018-07-01,Dísel,500,Beinskipting,6785000,1
BMW X5 XDRIVE30D,2014-07-01,Dísel,48000,Sjálfskipting,6790000,5.002739726027397
LAND ROVER DEFENDER,2015-03-01,Dísel,79000,Beinskipting,6790000,4.336986301369863
KNAUS R16,2014-06-01,Dísel,80000,Beinskipting,6790000,5.0849315068493155
LAND ROVER RANGE ROVER EVOQUE DYNAMIC,2017-06-01,Dísel,17000,Sjálfskipting,6790000,2.0821917808219177
LEXUS RX 450H,2013-11-01,Bensín/Rafmagn,88000,Sjálfskipting,6790000,5.6657534246575345
MERCEDES-BENZ E 350 AVANTGARDE,2017-04-01,Bensín/Rafmagn,38000,Sjálfskipting,6790000,2.249315068493151
PORSCHE CAYENNE,2014-05-01,Dísel,83000,Sjálfskipting,6790000,5.16986301369863
TOYOTA LAND CRUISER 150 SERIES,2016-07-01,Dísel,72000,Sjálfskipting,6790000,3
BMW 5 530E IPERFORMANCE M-TEC,2018-04-01,Bensín/Rafmagn,27000,Sjálfskipting,6800000,1.2493150684931507
MERCEDES-BENZ GLC 220 4MATIC,2017-05-01,Dísel,48000,Sjálfskipting,6800000,2.1671232876712327
MERCEDES-BENZ SPRINTER,2009-11-01,Dísel,209000,Sjálfskipting,6800000,9.668493150684931
IVECO DAILY L3H2 35S16,2019-06-01,Dísel,100,Sjálfskipting,6830000,0.0821917808219178
IVECO DAILY 35S16 L2,2018-07-01,Dísel,500,Beinskipting,6830000,1
TOYOTA HILUX GX INVINCIBLE,2018-04-01,Dísel,27000,Sjálfskipting,6830000,1.2493150684931507
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-02-01,Dísel,64000,Sjálfskipting,6850000,5.413698630136986
IVECO DAILY L3 35S16,2019-06-01,Dísel,100,Beinskipting,6860000,0.0821917808219178
BMW 530E IPERFORMANCE,2017-05-01,Bensín/Rafmagn,21000,Sjálfskipting,6880000,2.1671232876712327
MERCEDES-BENZ SPRINTER 519,2017-11-01,Dísel,93000,Beinskipting,6880000,1.663013698630137
VOLVO V90 CROSS COUNTRY D4 MOMENTUM,2017-03-01,Dísel,60000,Sjálfskipting,6880000,2.334246575342466
AUDI Q5 190HÖ,2017-08-01,Dísel,28000,Sjálfskipting,6890000,1.915068493150685
AUDI Q7,2012-12-01,Dísel,102000,Sjálfskipting,6890000,6.583561643835616
BMW X5 XDRIVE40E M-TECH PLUG ´N HYBRID,2016-02-01,Bensín/Rafmagn,99000,Sjálfskipting,6890000,3.4136986301369863
BMW 530E M-TECH PLUG IN HYBRID,2018-04-01,Bensín/Rafmagn,27000,Sjálfskipting,6890000,1.2493150684931507
BMW 5 530E IPERFORMANCE,2017-09-01,Bensín/Rafmagn,12000,Sjálfskipting,6890000,1.83013698630137
CHEVROLET CORVETTE COUPE C6,2007-06-01,Bensín,95000,Sjálfskipting,6890000,12.09041095890411
FORD F350 CREW,2007-01-01,Dísel,70000,Sjálfskipting,6890000,12.504109589041096
FORD TRANSIT TREND BUS 460L,2015-06-01,Dísel,47000,Beinskipting,6890000,4.0849315068493155
HUMMER H1,1998-09-01,Dísel,82000,Sjálfskipting,6890000,20.843835616438355
HYUNDAI SANTA FE STYLE,2018-05-01,Dísel,11000,Sjálfskipting,6890000,1.167123287671233
LAND ROVER RANGE ROVER EVOQUE,2017-03-01,Dísel,48000,Sjálfskipting,6890000,2.334246575342466
LAND ROVER DISCOVERY SPORT SE BLACK PACK 180HÖ,2017-12-01,Dísel,21000,Sjálfskipting,6890000,1.5808219178082192
LAND ROVER RANGE ROVER EVOQUE HSE,2016-10-01,Dísel,17000,Sjálfskipting,6890000,2.747945205479452
LAND ROVER RANGE ROVER EVOQUE SE,2017-10-01,Dísel,11000,Sjálfskipting,6890000,1.747945205479452
LAND ROVER RANGE ROVER EVOQUE SE DYNAMIC 180PS,2017-12-01,Dísel,19000,Sjálfskipting,6890000,1.5808219178082192
MERCEDES-BENZ C 220 BLUETEC,2014-12-01,Dísel,37000,Sjálfskipting,6890000,4.583561643835616
MERCEDES-BENZ C 200 4MATIC,2018-05-01,Bensín,9000,Sjálfskipting,6890000,1.167123287671233
MERCEDES-BENZ E 350E,2017-08-01,Bensín/Rafmagn,6000,Sjálfskipting,6890000,1.915068493150685
MERCEDES-BENZ E 350E AVANTGARDE,2017-08-01,Bensín/Rafmagn,6000,Sjálfskipting,6890000,1.915068493150685
MERCEDES-BENZ CLA 220 D 4MATIC,2017-09-01,Dísel,9000,Sjálfskipting,6890000,1.83013698630137
VOLVO XC60 D3,2016-07-01,Dísel,29000,Sjálfskipting,6890000,3
BMW 530E IPERFORMANCE PLUG-IN,2017-10-01,Bensín/Rafmagn,9000,Sjálfskipting,6900000,1.747945205479452
BMW 5 M5,2005-08-01,Bensín,60000,Sjálfskipting,6900000,13.923287671232877
BMW 5 525 XDRIVE,2015-06-01,Dísel,39000,Sjálfskipting,6900000,4.0849315068493155
BMW 5 530E IPERFORMANCE M-TECH,2018-04-01,Bensín/Rafmagn,6000,Sjálfskipting,6900000,1.2493150684931507
BMW 5 535D XDRIVE,2014-02-01,Dísel,42000,Sjálfskipting,6900000,5.413698630136986
FORD E350 ECONOLINE,1992-09-01,Dísel,130000,Sjálfskipting,6900000,26.846575342465755
HYUNDAI SANTA FE,2016-06-01,Dísel,24000,Sjálfskipting,6900000,3.0821917808219177
LAND ROVER DISCOVERY,2014-05-01,Dísel,130000,Sjálfskipting,6900000,5.16986301369863
JEEP GRAND CHEROKEE LIMITED,2015-04-01,Bensín,89000,Sjálfskipting,6900000,4.252054794520548
LAND ROVER DISCOVERY SE,2014-05-01,Dísel,130000,Sjálfskipting,6900000,5.16986301369863
MERCEDES-BENZ S 600 V12 BI TURBO,2009-06-01,Bensín,141000,Sjálfskipting,6900000,10.087671232876712
MERCEDES-BENZ VITO TOURER 4 MATIC,2016-01-01,Dísel,130000,Sjálfskipting,6900000,3.4986301369863013
MERCEDES-BENZ CLS 350 4MATIC CDI,2011-11-01,Dísel,136000,Sjálfskipting,6900000,7.668493150684932
BMW X5 XDRIVE25S,2015-06-01,Dísel,63000,Sjálfskipting,6950000,4.0849315068493155
BMW X5 XDRIVE25S,2015-06-01,Dísel,63000,Sjálfskipting,6950000,4.0849315068493155
BMW X5 XDRIVE25S,2015-06-01,Dísel,62000,Sjálfskipting,6950000,4.0849315068493155
BMW 520D XDRIVE M-TECK,2016-10-01,Dísel,7000,Sjálfskipting,6950000,2.747945205479452
BMW 5 520D XDRIVE,2016-11-01,Dísel,10000,Sjálfskipting,6950000,2.663013698630137
CHEVROLET CAMARO SS,2011-03-01,Bensín,34000,Sjálfskipting,6950000,8.33972602739726
FORD F350 PLATINUM,2015-06-01,Dísel,58000,Sjálfskipting,6950000,4.0849315068493155
JEEP GRAND CHEROKEE OVERLAND,2014-08-01,Bensín,66000,Sjálfskipting,6950000,4.917808219178082
LAND ROVER RANGE ROVER EVOQUE SE DYNAMIC,2017-06-01,Dísel,16000,Sjálfskipting,6950000,2.0821917808219177
